,Scheme Code,ISIN Div Payout/ ISIN Growth,ISIN Div Reinvestment,Scheme Name,Net Asset Value,Date
2455,100638,INF200K01610,INF200K01628,SBI Magnum Income Fund - Regular Plan - Half Yearly - Income Distribution cum Capital Withdrawal Option (IDCW),18.5532,2025-07-04
2456,121944,INF200K01YQ2,INF200K01YR0,SBI Magnum Income Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),19.9764,2025-07-04
2457,119712,INF200K01SO9,-,SBI Magnum Income Fund-DIRECT PLAN - Bonus,46.4302,2025-07-04
2458,119714,INF200K01SR2,-,SBI Magnum Income Fund-DIRECT PLAN -Growth,76.5346,2025-07-04
2459,100640,INF200K01602,-,SBI Magnum Income Fund-REGULAR PLAN-Bonus,42.9806,2025-07-04
2460,100639,INF200K01594,-,SBI Magnum Income Fund-REGULAR PLAN-Growth,70.9355,2025-07-04
2462,119876,INF277K01OY5,-,Tata Income Fund - Direct Plan - Growth Option,72.1992,2022-09-23
2463,100418,INF277K01659,-,Tata Income Fund -Regular Plan - Growth Option,66.614,2022-09-23
2464,119875,INF277K01PC8,INF277K01PD6,TATA Income Fund Direct Plan - Periodic Payout of Income Distribution cum capital withdrawal option ,41.0962,2022-09-23
2465,101186,INF277K01DT8,INF277K01667,Tata Income Fund- Regular Plan - Periodic Payout of IDCW Option,38.6487,2022-09-23
2466,119877,INF277K01PA2,INF277K01PB0,TATA Income Fund-Direct Plan - Half Yearly Payout of IDCW Option,16.8454,2022-09-23
2467,100417,INF277K01DU6,INF277K01675,Tata Income Fund-Regular Plan - Half Yearly Payout of IDCW Option,15.3414,2022-09-23
2469,139339,INF789FA1T80,-,UTI Medium to Long Duration Fund - Direct Plan - Annual IDCW,13.1258,2025-07-04
2470,133280,INF789FA1U04,INF789FA1U12,UTI Medium to Long Duration Fund - Direct Plan - Flexi IDCW,15.6101,2025-07-04
2471,134998,INF789FA1T64,INF789FA1T72,UTI Medium to Long Duration Fund - Direct Plan - Half-Yearly IDCW,15.0234,2025-07-04
2472,120690,INF789F01SO1,INF789F01SP8,UTI Medium to Long Duration Fund - Direct Plan - Quarterly IDCW,25.321,2025-07-04
2473,133869,INF789FA1T23,INF789FA1T31,UTI Medium to Long Duration Fund - Regular Plan - Annual IDCW,12.948,2025-07-04
2474,133872,INF789FA1T49,INF789FA1T56,UTI Medium to Long Duration Fund - Regular Plan - Flexi IDCW,14.3205,2025-07-04
2475,135581,INF789FA1T07,INF789FA1T15,UTI Medium to Long Duration Fund - Regular Plan - Half-Yearly IDCW,14.5503,2025-07-04
2476,100742,INF789F01380,INF789F01398,UTI Medium to Long Duration Fund - Regular Plan - Quarterly IDCW,18.9155,2025-07-04
2477,100741,INF789F01406,-,UTI Medium to Long Duration Fund- Regular Plan - Growth,73.648,2025-07-04
2478,120689,INF789F01SQ6,-,UTI Medium to Long Duration Fund-Growth - Direct,80.2353,2025-07-04
2481,101973,-,INF209K01SZ6,Aditya Birla Sun Life Money Manager Fund - Daily IDCW,100.5579,2025-07-04
2482,119513,-,INF209K01UT5,Aditya Birla Sun Life Money Manager Fund - Direct - daily IDCW,100.5579,2025-07-04
2483,119512,INF209K01UV1,INF209KA1LM3,Aditya Birla Sun Life Money Manager Fund - Direct - weekly IDCW,100.7675,2025-07-04
2484,101976,INF209K01RV7,-,Aditya Birla Sun Life Money Manager Fund - Growth,371.4719,2025-07-04
2485,119511,INF209K01UU3,-,Aditya Birla Sun Life Money Manager Fund - Growth - Direct Plan,376.3067,2025-07-04
2486,101972,-,INF209K01JZ5,Aditya Birla Sun Life Money Manager Fund - Retail - Daily IDCW,100.5579,2025-07-04
2487,101970,-,INF209K01JY8,Aditya Birla Sun Life Money Manager Fund - RETAIL - WEEKLY IDCW,103.9688,2025-07-04
2488,101971,INF209K01MJ3,-,Aditya Birla Sun Life Money Manager Fund - Retail Growth,457.8495,2025-07-04
2489,101974,-,INF209K01SY9,Aditya Birla Sun Life Money Manager Fund - WEEKLY IDCW,100.7649,2025-07-04
2491,147576,INF846K01Q96,INF846K01Q88,Axis Money Market Fund - Direct Plan - Annual IDCW,1266.6271,2025-07-04
2492,147571,-,INF846K01Q70,Axis Money Market Fund - Direct Plan - Daily IDCW,1005.6131,2025-07-04
2493,147567,INF846K01Q62,-,Axis Money Market Fund - Direct Plan - Growth Option,1450.1005,2025-07-04
2494,147572,INF846K01R12,INF846K01R04,Axis Money Market Fund - Direct Plan - Monthly IDCW,1014.7382,2025-07-04
2495,147573,INF846K01R38,INF846K01R20,Axis Money Market Fund - Direct Plan - Quarterly IDCW,1162.7105,2025-07-04
2496,147575,INF846K01R79,INF846K01R61,Axis Money Market Fund - Regular Plan - Annual IDCW,1254.0009,2025-07-04
2497,147577,-,INF846K01R53,Axis Money Market Fund - Regular Plan - Daily IDCW,1005.6127,2025-07-04
2498,147568,INF846K01R46,-,Axis Money Market Fund - Regular Plan - Growth Option,1436.9369,2025-07-04
2499,147578,INF846K01R95,INF846K01R87,Axis Money Market Fund - Regular Plan - Monthly IDCW,1008.3016,2025-07-04
2500,147574,INF846K01S11,INF846K01S03,Axis Money Market Fund - Regular Plan - Quarterly IDCW,1149.8933,2025-07-04
2502,151889,INF0QA701334,-,Bajaj Finserv Money Market Fund-Direct Plan-Growth,1165.4926,2025-07-04
2503,151890,INF0QA701391,INF0QA701375,Bajaj Finserv Money Market Fund-Direct Plan-IDCW,1165.4926,2025-07-04
2504,151894,INF0QA701433,INF0QA701425,Bajaj Finserv Money Market Fund-Direct Plan-Monthly-IDCW,1039.4219,2025-07-04
2505,151893,INF0QA701441,-,Bajaj Finserv Money Market Fund-Regular Plan-Growth,1152.5323,2025-07-04
2506,151891,INF0QA701466,INF0QA701458,Bajaj Finserv Money Market Fund-Regular Plan-IDCW,1152.5323,2025-07-04
2507,151892,INF0QA701482,INF0QA701474,Bajaj Finserv Money Market Fund-Regular Plan-Monthly-IDCW,1052.0297,2025-07-04
2509,108757,INF194K01LO9,INF194K01LN1,BANDHAN Money Manager Fund - Regular Plan - Monthly IDCW,10.2726,2025-07-04
2510,108756,INF194K01LJ9,-,BANDHAN Money Manager Fund - Regular Plan - Growth,40.4688,2025-07-04
2511,108650,INF194K01LL5,INF194K01LK7,BANDHAN Money Manager Fund - Regular Plan - Daily IDCW,10.0994,2025-07-04
2512,131389,INF194KA1TG5,INF194KA1TH3,BANDHAN Money Manager Fund - Regular Plan - Periodic IDCW,13.2724,2025-07-04
2513,108701,INF194K01LR2,INF194K01LQ4,BANDHAN Money Manager Fund - Regular Plan - Weekly IDCW,10.1421,2025-07-04
2514,118383,-,INF194K01M98,BANDHAN Money Manager Fund -Direct Plan-Daily IDCW,10.0994,2025-07-04
2515,118384,INF194K01M80,-,BANDHAN Money Manager Fund -Direct Plan-Growth,43.8217,2025-07-04
2516,118385,INF194K01N22,INF194K01N14,BANDHAN Money Manager Fund -Direct Plan-Monthly IDCW,10.2087,2025-07-04
2517,131388,INF194KA1TJ9,INF194KA1TK7,BANDHAN Money Manager Fund -Direct Plan-Periodic IDCW,16.0669,2025-07-04
2518,118386,-,INF194K01N48,BANDHAN Money Manager Fund -Direct Plan-Weekly IDCW,10.12,2025-07-04
2520,153296,-,INF761K01GP2,Bank of India Money Market Fund - Direct - Daily IDCW,10.093,2025-07-04
2521,153294,INF761K01GO5,-,Bank of India Money Market Fund - Direct - Growth,10.3768,2025-07-04
2522,153295,INF761K01GR8,INF761K01GX6,Bank of India Money Market Fund - Direct - Monthly IDCW,10.3756,2025-07-04
2523,153298,-,INF761K01GT4,Bank of India Money Market Fund - Regular - Daily IDCW,10.3542,2025-07-04
2524,153293,INF761K01GS6,-,Bank of India Money Market Fund - Regular - Growth,10.3541,2025-07-04
2525,153299,INF761K01GW8,INF761K01GV0,Bank of India Money Market Fund - Regular - Monthly IDCW,10.3542,2025-07-04
2526,153301,-,INF761K01GU2,Bank of India Money Market Fund - Regular - Weekly IDCW,10.3549,2025-07-04
2528,147373,INF955L01IG3,-,Baroda BNP Paribas Money Market Fund - Direct Plan - Monthly IDCW,1040.3712,2025-07-04
2529,147378,-,INF955L01IE8,Baroda BNP Paribas Money Market Fund - Direct Plan-Daily IDCW,1003.6744,2025-07-04
2530,147376,INF955L01IB4,-,Baroda BNP Paribas Money Market Fund - Regular Plan - Monthly IDCW,1022.6661,2025-07-04
2531,147379,-,INF955L01IF5,Baroda BNP Paribas Money Market Fund -Direct Plan - Weekly IDCW,1005.3101,2025-07-04
2532,147377,INF955L01ID0,-,Baroda BNP Paribas Money Market Fund- Direct Plan - Growth,1403.9345,2025-07-04
2533,147382,INF955L01HY8,-,Baroda BNP Paribas Money Market Fund-Regular Plan - Growth,1383.7851,2025-07-04
2534,147380,-,INF955L01HZ5,Baroda BNP Paribas Money Market Fund-Regular Plan- Daily IDCW,1005.9752,2025-07-04
2535,147381,-,INF955L01IA6,Baroda BNP Paribas Money Market Fund-Regular Plan-Weekly IDCW,1005.2932,2025-07-04
2537,123288,-,INF740KA1PB3,DSP Savings Fund - Direct Plan -  IDCW - Daily,10.1527,2025-07-04
2538,119106,INF740K01NU2,-,DSP Savings Fund - Direct Plan - Growth,54.4242,2025-07-04
2539,119108,INF740K01NV0,INF740K01NX6,DSP Savings Fund - Direct Plan - IDCW,12.4902,2025-07-04
2540,119107,INF740K01NT4,INF740K01NW8,DSP Savings Fund - Direct Plan - IDCW - Monthly,11.0032,2025-07-04
2541,100087,INF740K01714,-,DSP Savings Fund - Regular Plan - Growth,52.809,2025-07-04
2542,100088,INF740K01706,INF740K01AJ2,DSP Savings Fund - Regular Plan - IDCW,12.4505,2025-07-04
2543,123287,-,INF740KA1PC1,DSP Savings Fund - Regular Plan - IDCW - Daily,10.1021,2025-07-04
2544,100089,INF740K01722,INF740K01AK0,DSP Savings Fund - Regular Plan - IDCW - Monthly,10.9706,2025-07-04
2546,140236,INF843K01CI2,INF843K01CH4,Edelweiss Money Market Fund - Direct Plan - Annual - IDCW Option,31.4613,2025-07-04
2547,140237,INF843K01CE1,-,Edelweiss Money Market Fund - Direct Plan - Growth Option,31.4655,2025-07-04
2548,140235,INF843K01CF8,INF843K01CG6,Edelweiss Money Market Fund - Direct Plan - IDCW Option,29.3428,2025-07-04
2549,140230,INF843K01377,-,Edelweiss Money Market Fund - Institutional Plan - Growth Option,24.426,2025-07-04
2550,140233,INF843K01922,INF843K01914,Edelweiss Money Market Fund - Regular Plan - Annual - IDCW Option,28.3086,2025-07-04
2551,140229,INF843K01344,-,Edelweiss Money Market Fund - Regular Plan - Growth Option,28.5442,2025-07-04
2552,140232,INF843K01351,INF843K01369,Edelweiss Money Market Fund - Regular Plan - IDCW Option,26.8517,2025-07-04
2554,118506,INF090I01GV8,-,Franklin India Money Market Fund - Direct - Growth,52.0486,2025-07-04
2555,152200,INF090I01WV5,INF090I01WW3,Franklin India Money Market Fund - DP - Wkly IDCW R,10.1168,2025-07-04
2556,101357,INF090I01CA1,-,Franklin India Money Market Fund - Growth Option,50.3735,2025-07-04
2557,101359,INF090I01BW7,INF090I01BV9,Franklin India Money Market Fund - Institutional Option - Dividend,0.0,2020-06-18
2558,101358,INF090I01BX5,-,Franklin India Money Market Fund - Institutional Option - Growth,0.0,2015-09-07
2559,122443,-,INF090I01KM9,Franklin India Money Market Fund Retail Option - Daily - IDCW,10.1027,2025-07-04
2560,122444,-,INF090I01KN7,Franklin India Money Market Fund Retail Option - Direct - Daily - IDCW,10.1135,2025-07-04
2561,129437,INF090I01LC8,INF090I01LD6,Franklin India Money Market Fund Retail Option - Direct - Monthly - IDCW,10.9844,2025-07-04
2562,118505,INF090I01GT2,INF090I01GU0,Franklin India Money Market Fund Retail Option - Direct - Quarterly - IDCW,11.62,2025-07-04
2563,129436,INF090I01LA2,INF090I01LB0,Franklin India Money Market Fund Retail Option - Monthly - IDCW,10.5688,2025-07-04
2564,101356,INF090I01BZ0,INF090I01BY3,Franklin India Money Market Fund Retail Option - Quarterly - IDCW,11.0861,2025-07-04
2565,152199,INF090I01WT9,INF090I01WU7,Franklin India Money Market Fund Wkly IDCW R,10.1062,2025-07-04
2567,101994,-,INF179KB1IG6,HDFC Money Market Fund - Daily IDCW Option,1063.64,2025-07-04
2568,119093,-,INF179KB1HZ8,HDFC Money Market Fund - Daily IDCW Option - Direct Plan,1063.64,2025-07-04
2569,101993,INF179KB1HR5,-,HDFC Money Market Fund - Growth Option,5739.4598,2025-07-04
2570,119092,INF179KB1HU9,-,HDFC Money Market Fund - Growth Option - Direct Plan,5853.3606,2025-07-04
2571,101995,INF179KB1IH4,INF179KB1II2,HDFC Money Market Fund - Weekly IDCW Option,1064.1892,2025-07-04
2572,119094,INF179KB1IA9,INF179KB1IB7,HDFC Money Market Fund - Weekly IDCW Option -Direct Plan,1064.2104,2025-07-04
2574,151055,-,INF917K01FD8,HSBC Money Market Fund - Direct Daily IDCW,10.8591,2025-07-04
2575,151054,INF917K01FE6,-,HSBC Money Market Fund - Direct Growth,27.7893,2025-07-04
2576,151052,INF917K01E86,INF917K01FF3,HSBC Money Market Fund - Direct Monthly IDCW,12.2208,2025-07-04
2577,151053,-,INF917K01FH9,HSBC Money Market Fund - Direct Weekly IDCW,13.1919,2025-07-04
2578,151049,-,INF917K01AY5,HSBC Money Market Fund - Regular Daily IDCW,10.8591,2025-07-04
2579,151048,INF917K01BC9,-,HSBC Money Market Fund - Regular Growth,26.498,2025-07-04
2580,151051,INF917K01BB1,INF917K01BA3,HSBC Money Market Fund - Regular Monthly IDCW,11.5692,2025-07-04
2581,151050,-,INF917K01AZ2,HSBC Money Market Fund - Regular Weekly IDCW,13.1048,2025-07-04
2583,130946,INF109KA1H85,-,ICICI Prudential Money Market Fund - Direct Plan Bonus,151.2089,2020-04-24
2584,130945,INF109KA1H93,-,ICICI Prudential Money Market Fund -Bonus,118.0134,2016-11-21
2585,115328,INF109K01I72,-,ICICI Prudential Money Market Fund Dividend,100.0952,2020-04-24
2586,120209,-,INF109K01R22,ICICI Prudential Money Market Fund Option - Direct Plan -  Daily IDCW,100.5177,2025-07-04
2587,120210,INF109K01R55,-,ICICI Prudential Money Market Fund Option - Direct Plan -  Fortnightly IDCW,101.3351,2022-09-16
2588,120211,INF109K01R14,-,ICICI Prudential Money Market Fund Option - Direct Plan -  Growth,385.6928,2025-07-04
2589,120216,INF109K01R30,-,ICICI Prudential Money Market Fund Option - Direct Plan -  IDCW Others,176.7224,2025-07-04
2590,120213,INF109K01R63,INF109K01R71,ICICI Prudential Money Market Fund Option - Direct Plan -  Monthly IDCW,101.0456,2022-09-16
2591,120212,INF109K01R89,-,ICICI Prudential Money Market Fund Option - Direct Plan -  Weekly IDCW,100.9306,2025-07-04
2592,101221,INF109K01TW3,-,ICICI Prudential Money Market Fund Retail Growth (erstwhile Cash Option),306.6704,2020-04-24
2593,103634,INF109K01TY9,-,ICICI Prudential Money Market Fund Option - Daily IDCW,100.5177,2025-07-04
2594,103633,INF109K01TX1,-,ICICI Prudential Money Market Fund Option - Growth,381.065,2025-07-04
2595,130013,INF109K01I64,-,ICICI Prudential Money Market Fund Option - IDCW Others,175.0169,2025-07-04
2596,103637,INF109K01UC3,INF109K01UB5,ICICI Prudential Money Market Fund Option - Monthly IDCW,100.8819,2022-09-16
2597,103635,INF109K01TZ6,-,ICICI Prudential Money Market Fund Option - Weekly IDCW,100.8667,2025-07-04
2598,103636,INF109K01UA7,-,ICICI Prudential Money Market Fund Option -Fortnightly IDCW,100.6605,2022-09-16
2600,115515,-,INF205K01RU7,Invesco India Money Market Fund - Daily IDCW (Reinvestment),1000.29,2025-07-04
2601,120506,-,INF205K01RV5,Invesco India Money Market Fund - Direct Plan - Daily IDCW (Reinvestment),1012.2021,2025-07-04
2602,120508,INF205K01RW3,INF205K01RX1,Invesco India Money Market Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment),2833.8971,2025-07-04
2603,120507,INF205K01RY9,-,Invesco India Money Market Fund - Direct Plan - Growth,3163.3617,2025-07-04
2604,120509,INF205K01RZ6,INF205K01SA7,Invesco India Money Market Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),1153.6291,2025-07-04
2605,152581,INF205KA1858,INF205KA1866,Invesco India Money Market Fund - Direct Plan - Weekly IDCW (Payout / Reinvestment),1001.0623,2025-07-04
2606,116653,INF205K01SB5,INF205K01SC3,Invesco India Money Market Fund - Discretionary IDCW (Payout / Reinvestment),3061.5573,2025-07-04
2607,112123,INF205K01SD1,-,Invesco India Money Market Fund - Growth,3058.2904,2025-07-04
2608,112125,INF205K01SE9,INF205K01SF6,Invesco India Money Market Fund - Monthly IDCW (Payout / Reinvestment),1020.0192,2025-07-04
2609,112120,INF205K01SG4,-,Invesco India Money Market Fund - Regular - Growth,2704.1471,2025-07-04
2610,112122,INF205K01SH2,INF205K01SI0,Invesco India Money Market Fund - Regular - Monthly IDCW (Payout / Reinvestment),1436.251,2025-07-04
2611,116488,-,INF205K01UW7,Invesco India Money Market Fund - Regular Plan - Daily IDCW (Reinvestment),1008.6058,2025-07-04
2612,152580,INF205KA1833,INF205KA1841,Invesco India Money Market Fund - Weekly IDCW (Payout / Reinvestment),1001.9555,2025-07-04
2614,143602,-,INF192K01DR3,JM Money Market Fund (Direct) - Fortnightly Dividend Option,10.3279,2020-09-25
2615,143597,INF192K01DS1,-,JM Money Market Fund (Direct) - Growth,28.7506,2020-09-25
2616,143599,-,INF192K01DQ5,JM Money Market Fund (Direct) - Weekly Dividend,10.6743,2020-09-25
2617,143592,INF192K01FH9,-,JM Money Market Fund (Direct) Bonus Option - Principal Units,15.9606,2020-09-25
2618,143595,-,INF192K01DP7,JM Money Market Fund (Direct)- Daily Dividend Option,10.0508,2020-09-25
2619,143601,INF192K01FF3,-,JM Money Market Fund - Bonus Option - Principal Units,15.7555,2020-09-25
2620,143594,-,INF192K01AR9,JM Money Market Fund - Daily Dividend,10.0418,2020-09-25
2621,143596,-,INF192K01AT5,JM Money Market Fund - Fortnighly Dividend,10.311,2020-09-25
2622,143598,INF192K01AU3,-,JM Money Market Fund - Growth,28.2812,2020-09-25
2623,143600,-,INF192K01AS7,JM Money Market Fund - Weekly Dividend,10.6454,2020-09-25
2625,101893,INF174K01NA6,-,Kotak Money Market Fund - (Growth),4508.8743,2025-07-04
2626,119746,INF174K01MW2,-,Kotak Money Market Fund - (Growth) - Direct,4550.6784,2025-07-04
2627,101892,INF174K018O0,INF174K01NB4,Kotak Money market Fund - (Monthly Payout of Income Distribution cum capital withdrawal option),1050.9206,2025-07-04
2628,119747,INF174K019O8,INF174K01MX0,Kotak Money Market Fund - (Monthly Payout of Income Distribution cum capital withdrawal option) - Direct,1221.0582,2025-07-04
2630,150392,INF767K01RE0,-,LIC MF Money Market Fund-Direct Plan-Growth,1207.7429,2025-07-04
2631,150391,INF767K01RF7,INF767K01RG5,LIC MF Money Market Fund-Direct Plan-IDCW,1207.7429,2025-07-04
2632,150393,INF767K01RB6,-,LIC MF Money Market Fund-Regular Plan-Growth,1193.0033,2025-07-04
2633,150394,INF767K01RC4,INF767K01RD2,LIC MF Money Market Fund-Regular Plan-IDCW,1193.0033,2025-07-04
2635,149112,INF769K01HN8,-,Mirae Asset Money Market Fund Direct Growth,1282.9862,2025-07-04
2636,149113,INF769K01HM0,INF769K01HO6,Mirae Asset Money Market Fund Direct IDCW,1280.8687,2025-07-04
2637,149115,INF769K01HK4,-,Mirae Asset Money Market Fund Regular Growth,1265.0271,2025-07-04
2638,149114,INF769K01HJ6,INF769K01HL2,Mirae Asset Money Market Fund Regular IDCW,1265.0163,2025-07-04
2640,103050,-,INF204K01UY6,NIPPON INDIA MONEY MARKET FUND - DAILY IDCW Option,1011.3035,2025-07-04
2641,118718,-,INF204K01ZN8,NIPPON INDIA MONEY MARKET FUND - DIRECT Plan - DAILY IDCW Option,1011.2096,2025-07-04
2642,118720,INF204K01ZQ1,INF204K01ZR9,NIPPON INDIA MONEY MARKET FUND - DIRECT Plan - MONTHLY IDCW Option,1023.3801,2025-07-04
2643,118716,INF204K01ZS7,INF204K01ZT5,NIPPON INDIA MONEY MARKET FUND - DIRECT Plan - QUARTERLY IDCW Option,1016.6623,2025-07-04
2644,118717,-,INF204K01ZO6,NIPPON INDIA MONEY MARKET FUND - DIRECT Plan - WEEKLY IDCW Option,1011.7092,2025-07-04
2645,118715,INF204K01G11,-,Nippon India Money Market Fund - Direct Plan Growth Plan - Bonus Option,2482.6241,2025-07-04
2646,118719,INF204K01ZP3,-,Nippon India Money Market Fund - Direct Plan Growth Plan - Growth Option,4222.0187,2025-07-04
2647,103052,INF204K01VB2,INF204K01VC0,NIPPON INDIA MONEY MARKET FUND - MONTHLY IDCW Option,1023.1377,2025-07-04
2648,112341,INF204K01VD8,INF204K01VE6,NIPPON INDIA MONEY MARKET FUND - QUARTERLY IDCW Option,1016.6754,2025-07-04
2649,103051,-,INF204K01UZ3,NIPPON INDIA MONEY MARKET FUND - WEEKLY IDCW Option,1011.7317,2025-07-04
2650,103049,INF204K01UX8,-,Nippon India Money Market Fund-Growth Plan-Bonus Option,1713.3216,2019-08-14
2651,103048,INF204K01VA4,-,Nippon India Money Market Fund-Growth Plan-Growth Option,4168.0748,2025-07-04
2653,148162,-,INF663L01U16,PGIM India Money Market Fund - Direct Plan - Daily Dividend Option,1010.4294,2025-07-04
2654,148161,INF663L01T84,-,PGIM India Money Market Fund - Direct Plan - Growth Option,1372.1576,2025-07-04
2655,148163,INF663L01T92,-,PGIM India Money Market Fund - Direct Plan - Monthly Dividend Option,1069.7212,2025-07-04
2656,148164,-,INF663L01U08,PGIM India Money Market Fund - Direct Plan - Weekly Dividend Option,1006.1153,2025-07-04
2657,148160,-,INF663L01U57,PGIM India Money Market Fund - Regular Plan - Daily Dividend Option,1009.0935,2025-07-04
2658,148159,INF663L01U24,-,PGIM India Money Market Fund - Regular Plan - Growth Option,1332.1072,2025-07-04
2659,148157,INF663L01U32,-,PGIM India Money Market Fund - Regular Plan - Monthly Dividend Option,1060.154,2025-07-04
2660,148158,-,INF663L01U40,PGIM India Money Market Fund - Regular Plan - Weekly Dividend Option,1006.0696,2025-07-04
2661,152111,-,-,PGIM India Money Market Fund - Segregated Portfolio 1 - Direct Plan - Annual IDCW option,0.0,2025-07-04
2662,152114,-,-,PGIM India Money Market Fund - Segregated Portfolio 1 - Direct Plan - Growth Option,0.0,2025-07-04
2663,152112,-,-,PGIM India Money Market Fund - Segregated Portfolio 1 - Direct Plan - Monthly IDCW Option,0.0,2025-07-04
2664,152113,-,-,PGIM India Money Market Fund - Segregated Portfolio 1 - Direct Plan - Quarterly IDCW option,0.0,2025-07-04
2665,152120,-,-,PGIM India Money Market Fund - Segregated Portfolio 1 - Regular Plan - Annual IDCW Option,0.0,2025-07-04
2666,152122,-,-,PGIM India Money Market Fund - Segregated Portfolio 1 - Regular plan - Growth option,0.0,2025-07-04
